#小鹤音形文本码表for PC搜狗拼音自定义短语
#用户许可协议：
#1.何海峰为“小鹤双拼、小鹤音形”输入方案的作者。
#2.本码表受著作权保护，只限您私人使用，不得修改和发布。
#3.未经授权，不得将本码表用于商业用途。
#著作权人：何海峰
#官方网站：flypy.com   QQ群：182883808
#本表贴入搜狗拼音自定义短语使用
jike,1=即可
ndht,1=难得糊涂
ndia,1=奶茶
ndjq,1=耐久
ndjy,1=年代久远
ndkj,1=耐看
ndli,1=耐力
ndlc,1=奶酪
ndma,1=奶妈
ndmo,1=耐磨
ndnd,1=奶奶
ndni,1=男盗女娼
ndnl,1=奶娘
ndnq,1=奶牛
ndqx,1=拿得起放得下
ndrj,1=那当然
ndre,1=耐热
ndrl,1=那当然了
ndth,1=奶糖
ndtz,1=奶头
ndu,1=那倒是
ndui,1=乃是
ndub,1=女大十八变
nduj,1=那段时间
nduo,1=难道说
nduv,1=奶水
ndvi,1=乃至
ndvg,1=尿毒症
ndvu,1=耐得住
ndvy,1=拿定主意
ndxb,1=耐心
ndxk,1=耐性
ndxi,1=奶昔
ndxu,1=牛刀小试
ndys,1=耐用
ndyj,1=难得一见
ndyz,1=奶油
ndyu,1=那倒也是
ndzv,1=奶嘴
ndzi,1=奶子
nedq,1=男儿当自强
nexj,1=男儿膝下有黄金
neva,1=哪吒
neyt,1=男儿有泪不轻弹
nfbd,1=嫩白
nfcc,1=嫩草
nfig,1=怒发冲冠
nflv,1=嫩绿
nflq,1=年富力强
nfmm,1=哪方面
nfnf,1=嫩嫩
nfnj,1=难分难解
nfrz,1=嫩肉
nfyn,1=年复一年
ngds,1=能动
ngdu,1=年高德劭
ngbb,1=年过半百
ngfz,1=能否
ngfg,1=南国风光
nggz,1=能够
nggj,1=能干
nghc,1=能耗
ngjm,1=能见
ngli,1=能力
ngll,1=能量
ngnd,1=能耐
ngnv,1=男耕女织
ngqj,1=能工巧匠
ngr,1=那个人
ngrf,1=能人
ngtu,1=哪管他人瓦上霜
ngsu,1=年过三十
nguo,1=能说
nguu,1=牛鬼蛇神
nguw,1=能歌善舞
nguz,1=能手
ngxk,1=能行
ngys,1=能用
ngyr,1=能源
ngyz,1=能有
ngzi,1=那个字
nhbh,1=哪壶不开提哪壶
nhdg,1=霓虹灯
nhld,1=拿回来
nher,1=那会儿
nhgx,1=南回归线
nhhs,1=闹哄哄
nhko,1=囊括
nhkd,1=内行看门道
nhnj,1=男婚女嫁
nhna,1=男欢女爱
nhqn,1=奈何桥
nhrc,1=拈花惹草
nhvs,1=囊肿
nhvw,1=呐喊助威
nhvu,1=怒火中烧
nhyu,1=那还用说
nhz,1=女孩子
nhzi,1=男孩子
niai,1=溺爱
niba,1=泥巴
nidi,1=泥地
nidk,1=拟定
nifg,1=逆风
nifj,1=逆反
nigu,1=尼姑
nigc,1=拟稿
nigl,1=逆光
nihc,1=你好
nihs,1=霓虹
niig,1=昵称
niia,1=逆差
nijk,1=逆境
nikg,1=泥坑
nild,1=拿出来
nilq,1=逆流
nils,1=尼龙
nimf,1=你们
nimk,1=匿名
ninj,1=呢喃
nink,1=泥泞
niqq,1=泥鳅
nirs,1=呢绒
nisu,1=泥塑
nitj,1=泥潭
nitm,1=逆天
nitu,1=泥土
nitv,1=逆推
niua,1=泥沙
niui,1=逆势
niuv,1=溺水
nivr,1=逆转
nivc,1=泥沼
niwd,1=腻歪
nixk,1=逆行
nixl,1=逆向
nixi,1=逆袭
njyk,1=男婴
njai,1=难捱
njao,1=难熬
njbw,1=南北
njbc,1=难保
njbj,1=难办
njbm,1=南边
njbu,1=南部
njbq,1=内举不避亲
njd,1=能见度
njde,1=难得
njda,1=难打
njdc,1=难道
njdh,1=难当
njdk,1=男丁
njdm,1=难点
njds,1=难懂
njdu,1=难度
njer,1=男儿
njfh,1=南方
njfg,1=南风
njfw,1=南非
njg,1=哪几个
njgk,1=难怪
njgo,1=难过
njgr,1=难关
njgs,1=南宫
njgx,1=南瓜
njhd,1=男孩
njhh,1=南航
njhj,1=南韩
njih,1=南昌
njii,1=难吃
njis,1=南充
njiu,1=难处
njiv,1=弄假成真
njjm,1=牛角尖
njji,1=南极
njjk,1=南京
njjp,1=难解
njkd,1=南开
njke,1=男科
njkj,1=难看
njli,1=凝聚力
njle,1=难了
njlg,1=尼加拉瓜
njlj,1=男篮
njlu,1=南路
njmb,1=难民
njmd,1=难买
njmf,1=南门
njmi,1=难觅
njmm,1=难免
njmw,1=南美
njnd,1=难耐
njnf,1=难解难分
njnj,1=喃喃
njnk,1=南宁
njnv,1=男女
njou,1=南欧
njpd,1=男排
njpu,1=男仆
njqq,1=年纪轻轻
njqr,1=南拳
njrf,1=男人
njrj,1=赧然
njrs,1=难容
njsl,1=那就算了
njtm,1=那几天
njtc,1=难逃
njti,1=难题
njtk,1=难听
njug,1=男生
njui,1=男士
njuj,1=南山
njul,1=男双
njuo,1=难说
njuz,1=难受
njvz,1=南极洲
njvc,1=难找
njvj,1=南站
njvl,1=男装
njvu,1=难住
njvy,1=宁静致远
njwh,1=难忘
njwa,1=男娃
njwf,1=难闻
njww,1=难为
njxk,1=男性
njxn,1=难消
njxt,1=难学
njxx,1=南下
njy,1=诺基亚
njya,1=南亚
njyh,1=南洋
njyi,1=难以
njyj,1=难言
njys,1=难用
njyt,1=南岳
njyu,1=难于
njyz,1=男友
njzi,1=男子
njzo,1=难做
njdx,1=南京大学
nkbo,1=宁波
nkdx,1=南开大学
nkgu,1=凝固
nkju,1=凝聚
nkjb,1=拧紧
nkjk,1=宁静
nkjp,1=凝结
nkke,1=宁可
nkkf,1=宁肯
nkkd,1=拧开
nklm,1=凝练
nkmg,1=柠檬
nkrx,1=囊空如洗
nksh,1=囊括四海
nkui,1=凝视
nkuf,1=凝神
nkvs,1=凝重
nkvi,1=凝滞
nkwh,1=凝望
nkwy,1=扭亏为盈
nkxx,1=宁夏
nkxn,1=狞笑
nkxy,1=宁可信其有
nkyr,1=宁愿
nkym,1=南柯一梦
nlbw,1=南来北往
nleu,1=逆流而上
nlig,1=酿成
nliu,1=酿出
nljx,1=娘家
nljq,1=酿酒
nljj,1=拿了鸡毛当令箭
nlkq,1=哪凉快哪呆着去
nllv,1=年利率
nllu,1=年老力衰
nlld,1=脑力劳动
nlmf,1=娘们
nlmi,1=酿蜜
nlnp,1=捏了捏
nlnl,1=娘娘
nlnt,1=挠了挠头
nlqb,1=娘亲
nlsu,1=年老色衰
nltd,1=娘胎
nltr,1=年老体弱
nltu,1=年老体衰
nluu,1=逆来顺受
nlv,1=奴隶制
nlvi,1=酿制
nlvb,1=女流之辈
nlvn,1=牛郎织女
nlyh,1=捏了一把汗
nlzi,1=娘子
nlzc,1=酿造
nmbc,1=年报
nmbn,1=年表
nmby,1=纳米比亚
nmco,1=念错
nmdo,1=那么多
nmdc,1=念叨
nmdd,1=年代
nmdi,1=年底
nmdu,1=年度
nmdn,1=那么多年
nmdr,1=那么多人
nmeu,1=怒目而视
nmff,1=年份
nmfo,1=念佛
nmfu,1=黏附
nmfw,1=年费
nmgu,1=内蒙古
nmgc,1=年糕
nmgq,1=内蒙古自治区
nmgr,1=年关
nmhc,1=年号
nmhe,1=黏合
nmho,1=年货
nmhk,1=蔫坏
nmhu,1=那么回事
nmhv,1=年会
nmhx,1=年华
nmhz,1=年后
nmif,1=脑满肠肥
nmij,1=年产
nmiu,1=年初
nmiz,1=黏稠
nmjb,1=年仅
nmji,1=年纪
nmjk,1=念经
nmjm,1=年检
nmjq,1=念旧
nmjx,1=年假
nmjy,1=年均
nmlk,1=年龄
nmlc,1=年老
nmli,1=年利
nmly,1=年轮
nmmd,1=年迈
nmmj,1=年满
nmmo,1=年末
nmnw,1=年内
nmnm,1=年年
nmpu,1=年谱
nmqk,1=年轻
nmqi,1=年期
nmqm,1=年前
nmss,1=念诵
nmtr,1=年迈体弱
nmtu,1=黏土
nmtz,1=念头
nmuc,1=年少
nmuf,1=年审
nmuu,1=念书
nmui,1=农贸市场
nmvz,1=南美洲
nmvc,1=浓墨重彩
nmvh,1=年长
nmvs,1=年终
nmvi,1=粘滞
nmx,1=匿名信
nmxb,1=年薪
nmxi,1=年息
nmxk,1=黏性
nmxl,1=念想
nmxm,1=年限
nmyt,1=年月
nmya,1=碾压
nmye,1=黏液
nmyu,1=鲇鱼
nmyz,1=年幼
nmzi,1=脑门子
nnsr,1=尿酸
nnbu,1=尿布
nnbw,1=念念不忘
nnbx,1=男女不限
nndc,1=尿道
nndj,1=鸟蛋
nndp,1=男女搭配
nner,1=鸟儿
nnhu,1=尿壶
nnic,1=鸟巢
nnil,1=尿床
nnji,1=尿急
nnjm,1=尿检
nnkj,1=鸟瞰
nnkg,1=难能可贵
nnlw,1=鸟类
nnls,1=鸟笼
nnly,1=男女老幼
nnlu,1=男女老少
nnmk,1=鸟鸣
nnnn,1=尿尿
nnno,1=袅娜
nnpb,1=尿频
nnpd,1=男女平等
nnq,1=娘娘腔
nnql,1=鸟枪
nnqt,1=鸟雀
nnrf,1=鸟人
nnrh,1=泥牛入海
nns,1=年年岁岁花相似
nnss,1=年年岁岁
nnsu,1=尿素
nnth,1=尿糖
nnti,1=鸟啼
nntz,1=鸟头
nntt,1=袅袅婷婷
nnuq,1=男女授受不亲
nnwh,1=能奈我何
nnyu,1=鸟语
nnye,1=尿液
nnyc,1=念念有词
nnyi,1=尿意
nnyy,1=年年有余
nnz,1=努努嘴
nnzv,1=鸟嘴
nnzy,1=喃喃自语
nods,1=挪动
nofu,1=懦夫
noiu,1=挪出
nomi,1=糯米
noro,1=懦弱
noww,1=挪威
nowo,1=挪窝
noyi,1=挪移
noyj,1=诺言
noys,1=挪用
npgf,1=孽根
nphe,1=啮合
npiu,1=孽畜
npig,1=捏成
npjl,1=女怕嫁错郎
nply,1=拿破仑
nppj,1=涅槃
npqi,1=牛脾气
npru,1=嗫嚅
nprh,1=男怕入错行
npsv,1=捏碎
npsh,1=泥菩萨过河
npui,1=哪怕是
npvd,1=孽债
npvh,1=孽障
npvs,1=孽种
npvu,1=捏住
npvi,1=牛皮纸
npxr,1=牛皮癣
npy,1=女朋友
npyz,1=男朋友
npzc,1=捏造
npzi,1=镊子
nqai,1=纽埃
nqbi,1=牛逼
nqbd,1=南腔北调
nqbv,1=怒其不争
nqdd,1=纽带
nqda,1=扭打
nqdc,1=牛刀
nqds,1=扭动
nqdu,1=牛犊
nqdy,1=牛顿
nqer,1=牛耳
nqff,1=牛粪
nqgu,1=牛股
nqgo,1=扭过
nqhx,1=年轻化
nqhl,1=牛黄
nqhp,1=鸟枪换炮
nqie,1=牛车
nqii,1=怒气冲冲
nqit,1=怒气冲天
nqiv,1=弄巧成拙
nqjb,1=牛津
nqjn,1=牛角
nqkv,1=扭亏
nqkz,1=纽扣
nqle,1=哪去了
nqlh,1=牛郎
nqlv,1=年轻力壮
nqma,1=牛马
nqmc,1=牛毛
nqmy,1=浓情蜜意
nqnd,1=牛奶
nqni,1=忸怩
nqnj,1=牛腩
nqnp,1=扭捏
nqnu,1=能屈能伸
nqpi,1=牛皮
nqpd,1=牛排
nqpg,1=牛棚
nqpv,1=拈轻怕重
nqqi,1=牛气
nqqu,1=扭曲
nqqy,1=牛群
nqr,1=年轻人
nqrf,1=牛人
nqrz,1=牛肉
nqss,1=扭送
nqtz,1=扭头
nqui,1=牛市
nquf,1=扭身
nquh,1=扭伤
nqvr,1=扭转
nqve,1=扭着
nqvu,1=扭住
nqwl,1=宁缺毋滥
nqyt,1=纽约
nqyb,1=牛饮
nqyh,1=牛羊
nqyw,1=年轻有为
nqzd,1=牛仔
nrds,1=暖冬
nrer,1=尼日尔
nrfg,1=暖风
nrho,1=暖和
nrhu,1=暖壶
nrjr,1=拿人家的手软
nrlq,1=暖流
nrlu,1=暖炉
nrly,1=尼日利亚
nrmm,1=牛肉面
nrnr,1=暖暖
nrpk,1=暖瓶
nrqi,1=暖气
nrse,1=暖色
nrsn,1=能人所不能
nrw,1=女人味
nrww,1=暖胃
nrxw,1=耐人寻味
nryi,1=暖意
nryh,1=暖阳
nsbq,1=宁死不屈
nscy,1=农村
nsco,1=弄错
nsdj,1=浓淡
nsdm,1=弄点
nsdk,1=纳斯达克
nsdr,1=弄断
nsds,1=弄懂
nsdu,1=浓度
nsfj,1=弄饭
nsfu,1=农夫
nshc,1=弄好
nshh,1=农行
nshk,1=弄坏
nsho,1=农活
nshz,1=浓厚
nsig,1=弄成
nsih,1=农场
nsia,1=浓茶
nsij,1=农产
nsiu,1=弄出
nsiz,1=浓稠
nsiy,1=浓醇
nsif,1=弄臣
nsil,1=脓疮
nsic,1=拈酸吃醋
nsjx,1=农家
nsli,1=农历
nslf,1=南斯拉夫
nslp,1=浓烈
nslr,1=弄乱
nsmb,1=农民
nsmh,1=农忙
nsmi,1=浓密
nsmd,1=泥塑木雕
nsns,1=浓浓
nsqk,1=弄清
nsso,1=浓缩
nssi,1=弄死
nstm,1=农田
nsvl,1=浓妆
nswh,1=你死我活
nsyc,1=农药
nsye,1=农业
nsyu,1=浓郁
nsyj,1=浓烟
nszh,1=弄脏
ntbz,1=牛头不对马嘴
ntdd,1=虐待
ntdg,1=脑体倒挂
ntji,1=疟疾
ntmm,1=牛头马面
ntua,1=虐杀
nubi,1=奴婢
nucd,1=奴才
nufh,1=怒放
nuho,1=怒火
nuhc,1=怒号
nuhd,1=能说会道
nuhe,1=怒喝
nuhx,1=拿手好戏
nuhz,1=怒吼
nuii,1=怒斥
nujn,1=难上加难
nujx,1=泥沙俱下
nuli,1=努力
nulq,1=泥石流
numa,1=怒骂
numu,1=怒目
nunf,1=难舍难分
nunj,1=蹑手蹑脚
nupu,1=奴仆
nuqi,1=怒气
nuqd,1=南沙群岛
nuqk,1=年少轻狂
nurf,1=纳税人
nurs,1=怒容
nusj,1=鸟兽散
nuse,1=怒色
nuui,1=怒视
nuvf,1=逆时针
nuwv,1=年少无知
nuxk,1=奴性
nuxv,1=逆水行舟
nuyi,1=奴役
nuyw,1=年少有为
nuzu,1=怒族
nuzv,1=努嘴
nvbj,1=女伴
nvbk,1=女兵
nvbv,1=南征北战
nvbw,1=宁折不弯
nvbh,1=难者不会
nvce,1=女厕
nvdc,1=哪知道
nvdh,1=脑震荡
nvdl,1=能者多劳
nvdm,1=浓妆淡抹
nver,1=女儿
nvfh,1=女方
nvgs,1=女工
nvhd,1=女孩
nvhl,1=女皇
nvjk,1=女警
nvjr,1=女眷
nvjl,1=年终奖
nvjj,1=拿着鸡毛当令箭
nvlh,1=女郎
nvlj,1=女篮
nvlq,1=女流
nvnu,1=女奴
nvpu,1=女仆
nvpd,1=女排
nvqr,1=女权
nvqj,1=闹中取静
nvqk,1=扭转乾坤
nvrf,1=女人
nvse,1=女色
nvts,1=女童
nvug,1=女生
nvuf,1=女神
nvui,1=女士
nvul,1=女双
nvuv,1=能征善战
nvvl,1=女装
nvvw,1=囊中之物
nvwh,1=女王
nvwa,1=女娃
nvwd,1=你争我夺
nvwg,1=你追我赶
nvwv,1=你知我知
nvwu,1=女巫
nvxk,1=女性
nvxs,1=囊中羞涩
nvxu,1=女婿
nvxx,1=女侠
nvyu,1=乃至于
nvyc,1=女妖
nvyk,1=女婴
nvyh,1=捏着一把汗
nvym,1=浓妆艳抹
nvys,1=女佣
nvyz,1=女友
nvzi,1=女子
nvzu,1=女足
nwtv,1=内退
nwtd,1=内胎
nwui,1=内饰
nwbu,1=内部
nwbi,1=内壁
nwce,1=内测
nwcy,1=内存
nwcj,1=内参
nwcg,1=内层
nwdi,1=内地
nwdj,1=内胆
nwdk,1=内定
nwgs,1=内功
nwge,1=内阁
nwgj,1=内外勾结
nwgv,1=内鬼
nwhj,1=内涵
nwhc,1=内耗
nwhe,1=内核
nwhh,1=内行
nwhs,1=内讧
nwjq,1=内疚
nwji,1=内急
nwjk,1=内径
nwjm,1=内奸
nwjn,1=内角
nwjx,1=内外兼修
nwke,1=内科
nwks,1=内控
nwku,1=内裤
nwlc,1=内涝
nwli,1=内力
nwlr,1=内乱
nwlu,1=内陆
nwlm,1=内敛
nwmu,1=内幕
nwma,1=内码
nwmg,1=内蒙
nwnw,1=能文能武
nwq,1=难为情
nwqb,1=内勤
nwqm,1=内嵌
nwrs,1=内容
nwue,1=内设
nwuh,1=内伤
nwuw,1=鸟为食亡
nwvc,1=内招
nwvd,1=内债
nwvg,1=内政
nwvi,1=内置
nwvj,1=内战
nwvs,1=内中
nwvw,1=逆我者亡
nwwd,1=内外
nwwh,1=内网
nwwu,1=内务
nwxb,1=内心
nwxl,1=内向
nwxm,1=内线
nwxn,1=内销
nwxq,1=内秀
nwxu,1=内需
nwyi,1=内衣
nwyb,1=内因
nwyk,1=内应
nwys,1=宁为玉碎
nwyy,1=内蕴
nwzd,1=内在
nwzh,1=内脏
nxbc,1=脑细胞
nxdb,1=内心独白
nxge,1=那些个
nxh,1=女性化
nxhx,1=男性化
nxhq,1=宁夏回族自治区
nxin,1=恼羞成怒
nxlj,1=纽西兰
nxnd,1=难兄难弟
nxui,1=内心深处
nxys,1=怒形于色
nxzi,1=那小子
nxzj,1=弄虚作假
nxzu,1=纳西族
nyb,1=哪有不湿鞋
nybh,1=捏一把汗
nybv,1=南辕北辙
nybx,1=奴颜婢膝
nycx,1=匿影藏形
nydh,1=那样的话
nydx,1=农业大学
nyge,1=哪一个
nygg,1=浓烟滚滚
nyri,1=年月日
nygx,1=年逾古稀
nyhx,1=鸟语花香
nyin,1=那一刹那
nyif,1=弄月嘲风
nyj,1=农业局
nyjr,1=娘要嫁人
nymg,1=奴颜媚骨
nymx,1=讷言敏行
nyub,1=能言善辩
nyut,1=难于上青天
nyvs,1=哪一种
nyvx,1=难以置信
nyvy,1=难言之隐
nyvt,1=你有张良计，我有过墙梯
nyww,1=哪一位
nywh,1=内忧外患
nywj,1=难以为继
nyx,1=弄一下
nyxt,1=脑溢血
nyxx,1=难以想象
nyxy,1=难以下咽
nyy,1=暖洋洋
nyyh,1=农业银行
nyyx,1=囊萤映雪
nzli,1=脑子里
nzlc,1=耨
nzbu,1=脑子不好使
nzhj,1=男子汉
nzhf,1=男子汉大丈夫
nzku,1=牛仔裤
nzny,1=男左女右
nznb,1=男尊女卑
nzty,1=挪作他用
nzux,1=泥足深陷
nzwu,1=农作物
nzzz,1=念兹在兹
o,1=哦
oo,1=喔
ou,1=欧
our,1=偶
ouky,1=殴
ouk,1=呕
ouc,1=藕
ouy,1=讴
oukn,1=鸥
oukx,1=区
oukw,1=瓯
ook,1=噢
og,1=嗯
ogk,1=唔
onk,1=唔
omk,1=呣
ogkk,1=唔
onkk,1=唔
oud,1=沤
oul,1=耦
oux,1=怄
omkw,1=呒
ooky,1=嚄
oulk,1=𠙶
ouhx,1=𬉼
ookw,1=哦
ookt,1=喔
oukr,1=欧
oury,1=偶
oucy,1=藕
ouyx,1=讴
ookd,1=噢
ogkx,1=嗯
onkx,1=嗯
oudx,1=沤
ouly,1=耦
ouxx,1=怄
omkm,1=呣
ov,1=欧洲
oe,1=偶尔
or,1=偶然
ox,1=偶像
oy,1=欧阳
ot,1=呕吐
odsl,1=藕断丝连
ogti,1=欧共体
opke,1=欧佩克
orxk,1=偶然性
ouda,1=殴打
oude,1=偶得
ouer,1=偶尔
ouff,1=藕粉
oufa,1=偶发
ouge,1=讴歌
ougj,1=偶感
oumg,1=欧盟
oumu,1=欧姆
oumw,1=欧美
oupm,1=藕片
ouqi,1=怄气
ourj,1=偶然
ousi,1=藕丝
outu,1=呕吐
ouuu,1=偶数
ouui,1=欧式
ouvz,1=欧洲
ouxl,1=偶像
ouxt,1=呕血
ouya,1=欧亚
ouyh,1=欧阳
ouyr,1=欧元
ouyu,1=偶遇
oxlx,1=呕心沥血
p,1=平
pa,1=怕
pc,1=跑
pb,1=品
pi,1=批
pw,1=配
pky,1=评
pmrg,1=便
po,1=破
pdp,1=牌
pwt,1=培
pm,1=片
pd,1=排
pu,1=普
pn,1=票
pdd,1=派
pbb,1=贫
pjb,1=判
pdf,1=拍
popx,1=繁
piv,1=皮
pgon,1=鹏
pmv,1=篇
pot,1=坡
pj,1=盘
poz,1=迫
pgo,1=朋
puou,1=暴
pbe,1=聘
pjpt,1=番
pmr,1=偏
pwk,1=赔
pk,1=凭
puj,1=铺
pudf,1=浦
pbv,1=频
pov,1=颇
piuu,1=辟
pmm,1=骗
pgu,1=彭
pch,1=炮
pgop,1=膨
pwr,1=佩
ph,1=旁
pwe,1=陪
pkb,1=瓶
pum,1=朴
purt,1=堡
pjd,1=潘
pjm,1=攀
pucf,1=葡
pgc,1=蓬
pku,1=屏
pik,1=啤
podb,1=泊
pbf,1=拼
puy,1=谱
put,1=埔
pike,1=匹
pfk,1=喷
pnd,1=漂
pkc,1=萍
pjo,1=盼
pf,1=盆
pg,1=碰
pnx,1=飘
puf,1=扑
pcd,1=泡
podn,1=婆
phg,1=庞
pkcp,1=苹
pgm,1=棚
pif,1=披
pib,1=疲
paj,1=帕
pcf,1=抛
pkq,1=乒
pav,1=爬
pwd,1=沛
pod,1=泼
pgf,1=捧
pob,1=魄
phq,1=乓
pkt,1=坪
pjt,1=畔
pur,1=仆
phof,1=膀
pz,1=剖
pir,1=僻
pdi,1=徘
puc,1=蒲
pho,1=胖
puo,1=曝
pitb,1=毗
pgw,1=烹
pit,1=坯
phu,1=磅
pio,1=脾
pmhx,1=翩
pgv,1=篷
pud,1=瀑
paf,1=扒
pnn,1=嫖
pjby,1=叛
piuk,1=譬
pmh,1=扁
pudc,1=溥
pcb,1=刨
pwf,1=裴
piud,1=劈
pin,1=媲
pgd,1=澎
pcp,1=袍
pukf,1=圃
pwo,1=胚
piu,1=屁
puw,1=璞
pddf,1=湃
pudn,1=濮
paz,1=趴
puck,1=菩
pom,1=粕
pomb,1=朴
ppd,1=瞥
paw,1=琶
piw,1=琵
pnxg,1=瓢
phi,1=螃
pop,1=鄱
pak,1=啪
pp,1=撇
puof,1=脯
pow,1=珀
pibe,1=邳
pipe,1=邳
pjz,1=蹒
pac,1=葩
pgfp,1=抨
pjv,1=磐
pjob,1=胖
pipu,1=裨
pguo,1=硼
pibk,1=痞
pibu,1=癖
pie,1=陂
poe,1=陂
pgx,1=怦
piba,1=丕
puz,1=蹼
phif,1=彷
pal,1=耙
pam,1=杷
pim,1=枇
pnxd,1=剽
pck,1=咆
piku,1=噼
piy,1=霹
pdr,1=俳
pdz,1=迫
pkm,1=枰
phd,1=滂
pgup,1=砰
pjvp,1=爿
pji,1=蟠
pdk,1=哌
phz,1=逄
pbvu,1=颦
pns,1=缥
pcbs,1=疱
pub,1=匍
pgk,1=嘭
pikb,1=吡
pcg,1=庖
pcq,1=狍
pis,1=纰
pok,1=叵
piub,1=砒
pbnk,1=姘
pkn,1=娉
pij,1=铍
pmmk,1=骈
pzfk,1=掊
pjdb,1=泮
pwy,1=霈
pid,1=淠
pmo,1=胼
pndz,1=殍
puk,1=噗
pno,1=瞟
pnm,1=朴
pip,1=郫
pwfl,1=旆
pwfj,1=旆
pitu,1=埤
pmz,1=蹁
pmy,1=谝
pnk,1=嘌
pjpb,1=袢
pwj,1=帔
piou,1=睥
ppc,1=苤
pbn,1=嫔
povk,1=笸
pumo,1=氆
pwka,1=呸
pwkp,1=呸
pwyk,1=醅
piib,1=蚍
pitj,1=圮
pavb,1=筢
phl,1=耪
pws,1=辔
pbnb,1=牝
pjp,1=襻
pfd,1=湓
pish,1=罴
pii,1=蜱
pkr,1=俜
pkap,1=鲆
pobt,1=皤
pujo,1=镨
pco,1=脬
pgi,1=蟛
pivb,1=貔
pirb,1=仳
pmn,1=犏
poj,1=钋
pgt,1=堋
piuw,1=甓
pni,1=螵
pojk,1=钷
pdc,1=蒎
pwjk,1=锫
pieu,1=陴
ppq,1=氕
pzw,1=裒
pujn,1=镤
pgcf,1=芃
pjvm,1=槃
putn,1=墣
pbw,1=玭
pgmy,1=椪
pgdo,1=淜
pgff,1=搒
phy,1=雱
pha,1=鳑
pirp,1=伾
pira,1=伾
pidu,1=澼
piun,1=䴙
pjut,1=磻
pkd,1=洴
pkdp,1=泙
pkck,1=荓
pkdv,1=涄
pmng,1=㛹
pmmg,1=楩
pnc,1=薸
pojd,1=䥽
pudo,1=潽
puyf,1=酺
puh,1=穙
pzf,1=抔
pbcr,1=𬞟
pima,1=𬳵
pimp,1=𬳵
ppjw,1=𬭯
pwdr,1=𬇙
pbk,1=品
pka,1=平
pifb,1=批
pkyp,1=评
pou,1=破
pdpu,1=牌
pwtk,1=培
pmpv,1=片
pdff,1=排
pubo,1=普
pddn,1=派
pbbr,1=贫
pjbd,1=判
pmvc,1=篇
poty,1=坡
pozb,1=迫
pcz,1=跑
pgoo,1=朋
pbev,1=聘
pmrc,1=偏
pwkk,1=赔
pkrj,1=凭
pujf,1=铺
pbvr,1=频
povr,1=颇
pmmc,1=骗
pwrj,1=佩
phw,1=旁
pwek,1=陪
pumb,1=朴
pjdt,1=潘
pjmu,1=攀
pgcz,1=蓬
pkuk,1=屏
pbfk,1=拼
puyo,1=谱
putf,1=埔
pfkr,1=喷
pndx,1=漂
pjod,1=盼
pguy,1=碰
pnxx,1=飘
pufb,1=扑
pgmo,1=棚
pify,1=披
piby,1=疲
pcfl,1=抛
pkqp,1=乒
pwdl,1=沛
podd,1=泼
pgfl,1=捧
pobg,1=魄
phqd,1=乓
pktp,1=坪
pjtb,1=畔
purb,1=仆
pzl,1=剖
pdif,1=徘
phob,1=胖
pgwh,1=烹
pitp,1=坯
phuf,1=磅
pgvz,1=篷
pafb,1=扒
pnnx,1=嫖
pcbd,1=刨
pwfy,1=裴
pinb,1=媲
pgdp,1=澎
pwop,1=胚
pwoa,1=胚
puwn,1=璞
pazb,1=趴
ppdo,1=瞥
pawb,1=琶
piwb,1=琵
pope,1=鄱
pakb,1=啪
ppf,1=撇
powb,1=珀
pjzl,1=蹒
pacb,1=葩
pjvu,1=磐
piey,1=陂
poey,1=陂
pgxp,1=怦
puzn,1=蹼
palb,1=耙
pamb,1=杷
pdzb,1=迫
pkmp,1=枰
phdf,1=滂
pjit,1=蟠
pdkn,1=哌
phzl,1=逄
pnsx,1=缥
pubf,1=匍
pgkp,1=嘭
pcgs,1=庖
pcqs,1=狍
pisb,1=纰
pokk,1=叵
pknv,1=娉
pijy,1=铍
pwyl,1=霈
pmok,1=胼
pukn,1=噗
pnox,1=瞟
pnmb,1=朴
pnmx,1=骠
pmzc,1=蹁
pnkx,1=嘌
pwjy,1=帔
ppcp,1=苤
phlf,1=耪
pwsk,1=辔
pjpu,1=襻
pfdm,1=湓
piiu,1=蜱
pcoz,1=脬
pgip,1=蟛
pmnc,1=犏
pgto,1=堋
pnix,1=螵
pdcn,1=蒎
ppqp,1=氕
pzwy,1=裒
pbwb,1=玭
phyf,1=雱
phaf,1=鳑
pncx,1=薸
puhn,1=穙
pzfb,1=抔
pbkk,1=品
pkau,1=平
pouy,1=破
pczs,1=跑
phwf,1=旁
pzld,1=剖
ppfw,1=撇
px,1=培训
pt,1=平台
pv,1=配置
pl,1=漂亮
pq,1=脾气
ps,1=配送
pe,1=普洱
pr,1=骗人
py,1=拼音
padc,1=爬到
paeq,1=拍案而起
pago,1=爬过
pahw,1=怕黑
pais,1=爬虫
paiu,1=爬出
pajj,1=拍案叫绝
pale,1=怕了
palc,1=帕劳
papa,1=啪啪
papo,1=爬坡
paqi,1=爬起
paqp,1=扒窃
parf,1=怕人
pasi,1=怕死
paui,1=怕是
pauh,1=爬上
pauj,1=爬山
pauu,1=爬树
pauz,1=扒手
pave,1=趴着
pawu,1=平安无事
paxx,1=趴下
paxk,1=爬行
paxq,1=怕羞
paxb,1=怕
payh,1=怕痒
payy,1=偏安一隅
pazd,1=趴在
pbbk,1=疲惫不堪
pbbo,1=拼搏
pbbv,1=排兵布阵
